Date,GroupName,Gender,Age_Group,Search_Count
2021-01-14,브런치/샐러드,f,장년층,19.05295
2021-01-14,안주/보양식,m,청년층,15.74405
2021-01-14,안주/보양식,m,중년층,12.26852
2021-01-14,안주/보양식,m,장년층,12.54748
2021-01-14,안주/보양식,f,청년층,22.55919
2021-01-14,안주/보양식,f,중년층,20.46231
2021-01-14,안주/보양식,f,장년층,23.75478
2021-01-15,찌개/국/탕,m,청년층,20.48709
2021-01-15,찌개/국/탕,m,중년층,17.86487
2021-01-15,찌개/국/탕,m,장년층,18.02014
2021-01-15,찌개/국/탕,f,청년층,28.62383
2021-01-15,찌개/국/탕,f,중년층,30.85732
2021-01-15,찌개/국/탕,f,장년층,28.6289
2021-01-15,면요리,m,청년층,45.12957
2021-01-15,면요리,m,중년층,32.94413
2021-01-15,면요리,m,장년층,34.38438
2021-01-15,면요리,f,청년층,60.77127
2021-01-15,면요리,f,중년층,42.88374
2021-01-15,면요리,f,장년층,42.29765
2021-01-15,밥/죽/덮밥,m,청년층,69.20502
2021-01-15,밥/죽/덮밥,m,중년층,53.93586
2021-01-15,밥/죽/덮밥,m,장년층,60.79812
2021-01-15,밥/죽/덮밥,f,청년층,78.44827
2021-01-15,밥/죽/덮밥,f,중년층,62.99709
2021-01-15,밥/죽/덮밥,f,장년층,66.12595
2021-01-15,볶음/구이,m,청년층,69.8298
2021-01-15,볶음/구이,m,중년층,54.219
2021-01-15,볶음/구이,m,장년층,47.16672
2021-01-15,볶음/구이,f,청년층,84.40506
2021-01-15,볶음/구이,f,중년층,64.32147
2021-01-15,볶음/구이,f,장년층,56.53461
2021-01-15,브런치/샐러드,m,청년층,62.14442
2021-01-15,브런치/샐러드,m,중년층,40.97061
2021-01-15,브런치/샐러드,m,장년층,15.56865
2021-01-15,브런치/샐러드,f,청년층,50.74967
2021-01-15,브런치/샐러드,f,중년층,34.47063
2021-01-15,브런치/샐러드,f,장년층,21.27102
2021-01-15,안주/보양식,m,청년층,16.10224
2021-01-15,안주/보양식,m,중년층,13.41399
